,county,state,population 2019,county-state
2113,Henry,Ohio,27006,Henry - Ohio
2114,Highland,Ohio,43161,Highland - Ohio
2115,Hocking,Ohio,28264,Hocking - Ohio
2116,Holmes,Ohio,43960,Holmes - Ohio
2117,Huron,Ohio,58266,Huron - Ohio
2118,Jackson,Ohio,32413,Jackson - Ohio
2119,Jefferson,Ohio,65325,Jefferson - Ohio
2120,Knox,Ohio,62322,Knox - Ohio
2121,Lake,Ohio,230149,Lake - Ohio
2122,Lawrence,Ohio,59463,Lawrence - Ohio
2123,Licking,Ohio,176862,Licking - Ohio
2124,Logan,Ohio,45672,Logan - Ohio
2125,Lorain,Ohio,309833,Lorain - Ohio
2126,Lucas,Ohio,428348,Lucas - Ohio
2127,Madison,Ohio,44731,Madison - Ohio
2128,Mahoning,Ohio,228683,Mahoning - Ohio
2129,Marion,Ohio,65093,Marion - Ohio
2130,Medina,Ohio,179746,Medina - Ohio
2131,Meigs,Ohio,22907,Meigs - Ohio
2132,Mercer,Ohio,41172,Mercer - Ohio
2133,Miami,Ohio,106987,Miami - Ohio
2134,Monroe,Ohio,13654,Monroe - Ohio
2135,Montgomery,Ohio,531687,Montgomery - Ohio
2136,Morgan,Ohio,14508,Morgan - Ohio
2137,Morrow,Ohio,35328,Morrow - Ohio
2138,Muskingum,Ohio,86215,Muskingum - Ohio
2139,Noble,Ohio,14424,Noble - Ohio
2140,Ottawa,Ohio,40525,Ottawa - Ohio
2141,Paulding,Ohio,18672,Paulding - Ohio
2142,Perry,Ohio,36134,Perry - Ohio
2143,Pickaway,Ohio,58457,Pickaway - Ohio
2144,Pike,Ohio,27772,Pike - Ohio
2145,Portage,Ohio,162466,Portage - Ohio
2146,Preble,Ohio,40882,Preble - Ohio
2147,Putnam,Ohio,33861,Putnam - Ohio
2148,Richland,Ohio,121154,Richland - Ohio
2149,Ross,Ohio,76666,Ross - Ohio
2150,Sandusky,Ohio,58518,Sandusky - Ohio
2151,Scioto,Ohio,75314,Scioto - Ohio
2152,Seneca,Ohio,55178,Seneca - Ohio
2153,Shelby,Ohio,48590,Shelby - Ohio
2154,Stark,Ohio,370606,Stark - Ohio
2155,Summit,Ohio,541013,Summit - Ohio
2156,Trumbull,Ohio,197974,Trumbull - Ohio
2157,Tuscarawas,Ohio,91987,Tuscarawas - Ohio
2158,Union,Ohio,58988,Union - Ohio
2159,Van Wert,Ohio,28275,Van Wert - Ohio
2160,Vinton,Ohio,13085,Vinton - Ohio
2161,Warren,Ohio,234602,Warren - Ohio
2162,Washington,Ohio,59911,Washington - Ohio
2163,Wayne,Ohio,115710,Wayne - Ohio
2164,Williams,Ohio,36692,Williams - Ohio
2165,Wood,Ohio,130817,Wood - Ohio
2166,Wyandot,Ohio,21772,Wyandot - Ohio
2167,Oklahoma,Oklahoma,3956971,OklahomaState - Oklahoma
2168,Adair,Oklahoma,22194,Adair - Oklahoma
2169,Alfalfa,Oklahoma,5702,Alfalfa - Oklahoma
2170,Atoka,Oklahoma,13758,Atoka - Oklahoma
2171,Beaver,Oklahoma,5311,Beaver - Oklahoma
2172,Beckham,Oklahoma,21859,Beckham - Oklahoma
2173,Blaine,Oklahoma,9429,Blaine - Oklahoma
2174,Bryan,Oklahoma,47995,Bryan - Oklahoma
2175,Caddo,Oklahoma,28762,Caddo - Oklahoma
2176,Canadian,Oklahoma,148306,Canadian - Oklahoma
2177,Carter,Oklahoma,48111,Carter - Oklahoma
2178,Cherokee,Oklahoma,48657,Cherokee - Oklahoma
2179,Choctaw,Oklahoma,14672,Choctaw - Oklahoma
2180,Cimarron,Oklahoma,2137,Cimarron - Oklahoma
2181,Cleveland,Oklahoma,284014,Cleveland - Oklahoma
2182,Coal,Oklahoma,5495,Coal - Oklahoma
2183,Comanche,Oklahoma,120749,Comanche - Oklahoma
2184,Cotton,Oklahoma,5666,Cotton - Oklahoma
2185,Craig,Oklahoma,14142,Craig - Oklahoma
2186,Creek,Oklahoma,71522,Creek - Oklahoma
2187,Custer,Oklahoma,29003,Custer - Oklahoma
2188,Delaware,Oklahoma,43009,Delaware - Oklahoma
2189,Dewey,Oklahoma,4891,Dewey - Oklahoma
2190,Ellis,Oklahoma,3859,Ellis - Oklahoma
2191,Garfield,Oklahoma,61056,Garfield - Oklahoma
2192,Garvin,Oklahoma,27711,Garvin - Oklahoma
2193,Grady,Oklahoma,55834,Grady - Oklahoma
2194,Grant,Oklahoma,4333,Grant - Oklahoma
2195,Greer,Oklahoma,5712,Greer - Oklahoma
2196,Harmon,Oklahoma,2653,Harmon - Oklahoma
2197,Harper,Oklahoma,3688,Harper - Oklahoma
2198,Haskell,Oklahoma,12627,Haskell - Oklahoma
2199,Hughes,Oklahoma,13279,Hughes - Oklahoma
2200,Jackson,Oklahoma,24530,Jackson - Oklahoma
2201,Jefferson,Oklahoma,6002,Jefferson - Oklahoma
2202,Johnston,Oklahoma,11085,Johnston - Oklahoma
2203,Kay,Oklahoma,43538,Kay - Oklahoma
2204,Kingfisher,Oklahoma,15765,Kingfisher - Oklahoma
2205,Kiowa,Oklahoma,8708,Kiowa - Oklahoma
2206,Latimer,Oklahoma,10073,Latimer - Oklahoma
2207,Le Flore,Oklahoma,49853,Le Flore - Oklahoma
2208,Lincoln,Oklahoma,34877,Lincoln - Oklahoma
2209,Logan,Oklahoma,48011,Logan - Oklahoma
2210,Love,Oklahoma,10253,Love - Oklahoma
2211,McClain,Oklahoma,40474,McClain - Oklahoma
2212,McCurtain,Oklahoma,32832,McCurtain - Oklahoma
2213,McIntosh,Oklahoma,19596,McIntosh - Oklahoma
2214,Major,Oklahoma,7629,Major - Oklahoma
2215,Marshall,Oklahoma,16931,Marshall - Oklahoma
2216,Mayes,Oklahoma,41100,Mayes - Oklahoma
2217,Murray,Oklahoma,14073,Murray - Oklahoma
2218,Muskogee,Oklahoma,67997,Muskogee - Oklahoma
2219,Noble,Oklahoma,11131,Noble - Oklahoma
2220,Nowata,Oklahoma,10076,Nowata - Oklahoma
2221,Okfuskee,Oklahoma,11993,Okfuskee - Oklahoma
2222,Oklahoma,Oklahoma,797434,Oklahoma - Oklahoma
2223,Okmulgee,Oklahoma,38465,Okmulgee - Oklahoma
2224,Osage,Oklahoma,46963,Osage - Oklahoma
2225,Ottawa,Oklahoma,31127,Ottawa - Oklahoma
2226,Pawnee,Oklahoma,16376,Pawnee - Oklahoma
2227,Payne,Oklahoma,81784,Payne - Oklahoma
2228,Pittsburg,Oklahoma,43654,Pittsburg - Oklahoma
2229,Pontotoc,Oklahoma,38284,Pontotoc - Oklahoma
2230,Pottawatomie,Oklahoma,72592,Pottawatomie - Oklahoma
2231,Pushmataha,Oklahoma,11096,Pushmataha - Oklahoma
2232,Roger Mills,Oklahoma,3583,Roger Mills - Oklahoma
2233,Rogers,Oklahoma,92459,Rogers - Oklahoma
2234,Seminole,Oklahoma,24258,Seminole - Oklahoma
2235,Sequoyah,Oklahoma,41569,Sequoyah - Oklahoma
2236,Stephens,Oklahoma,43143,Stephens - Oklahoma
2237,Texas,Oklahoma,19983,Texas - Oklahoma
2238,Tillman,Oklahoma,7250,Tillman - Oklahoma
2239,Tulsa,Oklahoma,651552,Tulsa - Oklahoma
2240,Wagoner,Oklahoma,81289,Wagoner - Oklahoma
2241,Washington,Oklahoma,51527,Washington - Oklahoma
2242,Washita,Oklahoma,10916,Washita - Oklahoma
2243,Woods,Oklahoma,8793,Woods - Oklahoma
2244,Woodward,Oklahoma,20211,Woodward - Oklahoma
2245,Oregon,Oregon,4217737,Oregon - Oregon
2246,Baker,Oregon,16124,Baker - Oregon
2247,Benton,Oregon,93053,Benton - Oregon
2248,Clackamas,Oregon,418187,Clackamas - Oregon
2249,Clatsop,Oregon,40224,Clatsop - Oregon
2250,Columbia,Oregon,52354,Columbia - Oregon
2251,Coos,Oregon,64487,Coos - Oregon
2252,Crook,Oregon,24404,Crook - Oregon
2253,Curry,Oregon,22925,Curry - Oregon
2254,Deschutes,Oregon,197692,Deschutes - Oregon
2255,Douglas,Oregon,110980,Douglas - Oregon
2256,Gilliam,Oregon,1912,Gilliam - Oregon
2257,Grant,Oregon,7199,Grant - Oregon
2258,Harney,Oregon,7393,Harney - Oregon
2259,Hood River,Oregon,23382,Hood River - Oregon
2260,Jackson,Oregon,220944,Jackson - Oregon
2261,Jefferson,Oregon,24658,Jefferson - Oregon
2262,Josephine,Oregon,87487,Josephine - Oregon
2263,Klamath,Oregon,68238,Klamath - Oregon
2264,Lake,Oregon,7869,Lake - Oregon
2265,Lane,Oregon,382067,Lane - Oregon
2266,Lincoln,Oregon,49962,Lincoln - Oregon
2267,Linn,Oregon,129749,Linn - Oregon
2268,Malheur,Oregon,30571,Malheur - Oregon
2269,Marion,Oregon,347818,Marion - Oregon
2270,Morrow,Oregon,11603,Morrow - Oregon
2271,Multnomah,Oregon,812855,Multnomah - Oregon
2272,Polk,Oregon,86085,Polk - Oregon
2273,Sherman,Oregon,1780,Sherman - Oregon
2274,Tillamook,Oregon,27036,Tillamook - Oregon
2275,Umatilla,Oregon,77950,Umatilla - Oregon
2276,Union,Oregon,26835,Union - Oregon
2277,Wallowa,Oregon,7208,Wallowa - Oregon
2278,Wasco,Oregon,26682,Wasco - Oregon
2279,Washington,Oregon,601592,Washington - Oregon
2280,Wheeler,Oregon,1332,Wheeler - Oregon
2281,Yamhill,Oregon,107100,Yamhill - Oregon
2282,Pennsylvania,Pennsylvania,12801989,Pennsylvania - Pennsylvania
2283,Adams,Pennsylvania,103009,Adams - Pennsylvania
2284,Allegheny,Pennsylvania,1216045,Allegheny - Pennsylvania
2285,Armstrong,Pennsylvania,64735,Armstrong - Pennsylvania
2286,Beaver,Pennsylvania,163929,Beaver - Pennsylvania
2287,Bedford,Pennsylvania,47888,Bedford - Pennsylvania
2288,Berks,Pennsylvania,421164,Berks - Pennsylvania
2289,Blair,Pennsylvania,121829,Blair - Pennsylvania
2290,Bradford,Pennsylvania,60323,Bradford - Pennsylvania
2291,Bucks,Pennsylvania,628270,Bucks - Pennsylvania
2292,Butler,Pennsylvania,187853,Butler - Pennsylvania
2293,Cambria,Pennsylvania,130192,Cambria - Pennsylvania
2294,Cameron,Pennsylvania,4447,Cameron - Pennsylvania
2295,Carbon,Pennsylvania,64182,Carbon - Pennsylvania
2296,Centre,Pennsylvania,162385,Centre - Pennsylvania
2297,Chester,Pennsylvania,524989,Chester - Pennsylvania
2298,Clarion,Pennsylvania,38438,Clarion - Pennsylvania
2299,Clearfield,Pennsylvania,79255,Clearfield - Pennsylvania
2300,Clinton,Pennsylvania,38632,Clinton - Pennsylvania
2301,Columbia,Pennsylvania,64964,Columbia - Pennsylvania
2302,Crawford,Pennsylvania,84629,Crawford - Pennsylvania
2303,Cumberland,Pennsylvania,253370,Cumberland - Pennsylvania
2304,Dauphin,Pennsylvania,278299,Dauphin - Pennsylvania
2305,Delaware,Pennsylvania,566747,Delaware - Pennsylvania
2306,Elk,Pennsylvania,29910,Elk - Pennsylvania
2307,Erie,Pennsylvania,269728,Erie - Pennsylvania
2308,Fayette,Pennsylvania,129274,Fayette - Pennsylvania
2309,Forest,Pennsylvania,7247,Forest - Pennsylvania
2310,Franklin,Pennsylvania,155027,Franklin - Pennsylvania
2311,Fulton,Pennsylvania,14530,Fulton - Pennsylvania
2312,Greene,Pennsylvania,36233,Greene - Pennsylvania
2313,Huntingdon,Pennsylvania,45144,Huntingdon - Pennsylvania
2314,Indiana,Pennsylvania,84073,Indiana - Pennsylvania
2315,Jefferson,Pennsylvania,43425,Jefferson - Pennsylvania
2316,Juniata,Pennsylvania,24763,Juniata - Pennsylvania
2317,Lackawanna,Pennsylvania,209674,Lackawanna - Pennsylvania
2318,Lancaster,Pennsylvania,545724,Lancaster - Pennsylvania
2319,Lawrence,Pennsylvania,85512,Lawrence - Pennsylvania
2320,Lebanon,Pennsylvania,141793,Lebanon - Pennsylvania
2321,Lehigh,Pennsylvania,369318,Lehigh - Pennsylvania
2322,Luzerne,Pennsylvania,317417,Luzerne - Pennsylvania
2323,Lycoming,Pennsylvania,113299,Lycoming - Pennsylvania
2324,McKean,Pennsylvania,40625,McKean - Pennsylvania
2325,Mercer,Pennsylvania,109424,Mercer - Pennsylvania
2326,Mifflin,Pennsylvania,46138,Mifflin - Pennsylvania
2327,Monroe,Pennsylvania,170271,Monroe - Pennsylvania
2328,Montgomery,Pennsylvania,830915,Montgomery - Pennsylvania
2329,Montour,Pennsylvania,18230,Montour - Pennsylvania
2330,Northampton,Pennsylvania,305285,Northampton - Pennsylvania
2331,Northumberland,Pennsylvania,90843,Northumberland - Pennsylvania
2332,Perry,Pennsylvania,46272,Perry - Pennsylvania
2333,Philadelphia,Pennsylvania,1584064,Philadelphia - Pennsylvania
2334,Pike,Pennsylvania,55809,Pike - Pennsylvania
2335,Potter,Pennsylvania,16526,Potter - Pennsylvania
2336,Schuylkill,Pennsylvania,141359,Schuylkill - Pennsylvania
2337,Snyder,Pennsylvania,40372,Snyder - Pennsylvania
2338,Somerset,Pennsylvania,73447,Somerset - Pennsylvania
2339,Sullivan,Pennsylvania,6066,Sullivan - Pennsylvania
2340,Susquehanna,Pennsylvania,40328,Susquehanna - Pennsylvania
2341,Tioga,Pennsylvania,40591,Tioga - Pennsylvania
2342,Union,Pennsylvania,44923,Union - Pennsylvania
2343,Venango,Pennsylvania,50668,Venango - Pennsylvania
2344,Warren,Pennsylvania,39191,Warren - Pennsylvania
2345,Washington,Pennsylvania,206865,Washington - Pennsylvania
2346,Wayne,Pennsylvania,51361,Wayne - Pennsylvania
2347,Westmoreland,Pennsylvania,348899,Westmoreland - Pennsylvania
2348,Wyoming,Pennsylvania,26794,Wyoming - Pennsylvania
2349,York,Pennsylvania,449058,York - Pennsylvania
2350,Rhode Island,Rhode Island,1059361,Rhode Island - Rhode Island
2351,Bristol,Rhode Island,48479,Bristol - Rhode Island
2352,Kent,Rhode Island,164292,Kent - Rhode Island
2353,Newport,Rhode Island,82082,Newport - Rhode Island
2354,Providence,Rhode Island,638931,Providence - Rhode Island
2355,Washington,Rhode Island,125577,Washington - Rhode Island
2356,South Carolina,South Carolina,5148714,South Carolina - South Carolina
2357,Abbeville,South Carolina,24527,Abbeville - South Carolina
2358,Aiken,South Carolina,170872,Aiken - South Carolina
2359,Allendale,South Carolina,8688,Allendale - South Carolina
2360,Anderson,South Carolina,202558,Anderson - South Carolina
2361,Bamberg,South Carolina,14066,Bamberg - South Carolina
2362,Barnwell,South Carolina,20866,Barnwell - South Carolina
2363,Beaufort,South Carolina,192122,Beaufort - South Carolina
2364,Berkeley,South Carolina,227907,Berkeley - South Carolina
2365,Calhoun,South Carolina,14553,Calhoun - South Carolina
2366,Charleston,South Carolina,411406,Charleston - South Carolina
2367,Cherokee,South Carolina,57300,Cherokee - South Carolina
2368,Chester,South Carolina,32244,Chester - South Carolina
2369,Chesterfield,South Carolina,45650,Chesterfield - South Carolina
2370,Clarendon,South Carolina,33745,Clarendon - South Carolina
2371,Colleton,South Carolina,37677,Colleton - South Carolina
2372,Darlington,South Carolina,66618,Darlington - South Carolina
2373,Dillon,South Carolina,30479,Dillon - South Carolina
2374,Dorchester,South Carolina,162809,Dorchester - South Carolina
2375,Edgefield,South Carolina,27260,Edgefield - South Carolina
2376,Fairfield,South Carolina,22347,Fairfield - South Carolina
2377,Florence,South Carolina,138293,Florence - South Carolina
2378,Georgetown,South Carolina,62680,Georgetown - South Carolina
2379,Greenville,South Carolina,523542,Greenville - South Carolina
2380,Greenwood,South Carolina,70811,Greenwood - South Carolina
2381,Hampton,South Carolina,19222,Hampton - South Carolina
2382,Horry,South Carolina,354081,Horry - South Carolina
2383,Jasper,South Carolina,30073,Jasper - South Carolina
2384,Kershaw,South Carolina,66551,Kershaw - South Carolina
2385,Lancaster,South Carolina,98012,Lancaster - South Carolina
2386,Laurens,South Carolina,67493,Laurens - South Carolina
2387,Lee,South Carolina,16828,Lee - South Carolina
2388,Lexington,South Carolina,298750,Lexington - South Carolina
2389,McCormick,South Carolina,9463,McCormick - South Carolina
2390,Marion,South Carolina,30657,Marion - South Carolina
2391,Marlboro,South Carolina,26118,Marlboro - South Carolina
2392,Newberry,South Carolina,38440,Newberry - South Carolina
2393,Oconee,South Carolina,79546,Oconee - South Carolina
2394,Orangeburg,South Carolina,86175,Orangeburg - South Carolina
2395,Pickens,South Carolina,126884,Pickens - South Carolina
2396,Richland,South Carolina,415759,Richland - South Carolina
2397,Saluda,South Carolina,20473,Saluda - South Carolina
2398,Spartanburg,South Carolina,319785,Spartanburg - South Carolina
2399,Sumter,South Carolina,106721,Sumter - South Carolina
2400,Union,South Carolina,27316,Union - South Carolina
2401,Williamsburg,South Carolina,30368,Williamsburg - South Carolina
2402,York,South Carolina,280979,York - South Carolina
2403,South Dakota,South Dakota,884659,South Dakota - South Dakota
2404,Aurora,South Dakota,2751,Aurora - South Dakota
2405,Beadle,South Dakota,18453,Beadle - South Dakota
2406,Bennett,South Dakota,3365,Bennett - South Dakota
2407,Bon Homme,South Dakota,6901,Bon Homme - South Dakota
2408,Brookings,South Dakota,35077,Brookings - South Dakota
2409,Brown,South Dakota,38839,Brown - South Dakota
2410,Brule,South Dakota,5297,Brule - South Dakota
2411,Buffalo,South Dakota,1962,Buffalo - South Dakota
2412,Butte,South Dakota,10429,Butte - South Dakota
2413,Campbell,South Dakota,1376,Campbell - South Dakota
2414,Charles Mix,South Dakota,9292,Charles Mix - South Dakota
2415,Clark,South Dakota,3736,Clark - South Dakota
2416,Clay,South Dakota,14070,Clay - South Dakota
2417,Codington,South Dakota,28009,Codington - South Dakota
2418,Corson,South Dakota,4086,Corson - South Dakota
2419,Custer,South Dakota,8972,Custer - South Dakota
2420,Davison,South Dakota,19775,Davison - South Dakota
2421,Day,South Dakota,5424,Day - South Dakota
2422,Deuel,South Dakota,4351,Deuel - South Dakota
2423,Dewey,South Dakota,5892,Dewey - South Dakota
2424,Douglas,South Dakota,2921,Douglas - South Dakota
2425,Edmunds,South Dakota,3829,Edmunds - South Dakota
2426,Fall River,South Dakota,6713,Fall River - South Dakota
2427,Faulk,South Dakota,2299,Faulk - South Dakota
2428,Grant,South Dakota,7052,Grant - South Dakota
2429,Gregory,South Dakota,4185,Gregory - South Dakota
2430,Haakon,South Dakota,1899,Haakon - South Dakota
2431,Hamlin,South Dakota,6164,Hamlin - South Dakota
2432,Hand,South Dakota,3191,Hand - South Dakota
2433,Hanson,South Dakota,3453,Hanson - South Dakota
2434,Harding,South Dakota,1298,Harding - South Dakota
2435,Hughes,South Dakota,17526,Hughes - South Dakota
2436,Hutchinson,South Dakota,7291,Hutchinson - South Dakota
2437,Hyde,South Dakota,1301,Hyde - South Dakota
2438,Jackson,South Dakota,3344,Jackson - South Dakota
2439,Jerauld,South Dakota,2013,Jerauld - South Dakota
2440,Jones,South Dakota,903,Jones - South Dakota
2441,Kingsbury,South Dakota,4939,Kingsbury - South Dakota
2442,Lake,South Dakota,12797,Lake - South Dakota
2443,Lawrence,South Dakota,25844,Lawrence - South Dakota
2444,Lincoln,South Dakota,61128,Lincoln - South Dakota
2445,Lyman,South Dakota,3781,Lyman - South Dakota
2446,McCook,South Dakota,5586,McCook - South Dakota
2447,McPherson,South Dakota,2379,McPherson - South Dakota
2448,Marshall,South Dakota,4935,Marshall - South Dakota
2449,Meade,South Dakota,28332,Meade - South Dakota
2450,Mellette,South Dakota,2061,Mellette - South Dakota
2451,Miner,South Dakota,2216,Miner - South Dakota
2452,Minnehaha,South Dakota,193134,Minnehaha - South Dakota
2453,Moody,South Dakota,6576,Moody - South Dakota
2454,Oglala Lakota,South Dakota,14177,Oglala Lakota - South Dakota
2455,Pennington,South Dakota,113775,Pennington - South Dakota
2456,Perkins,South Dakota,2865,Perkins - South Dakota
2457,Potter,South Dakota,2153,Potter - South Dakota
2458,Roberts,South Dakota,10394,Roberts - South Dakota
2459,Sanborn,South Dakota,2344,Sanborn - South Dakota
2460,Spink,South Dakota,6376,Spink - South Dakota
2461,Stanley,South Dakota,3098,Stanley - South Dakota
2462,Sully,South Dakota,1391,Sully - South Dakota
2463,Todd,South Dakota,10177,Todd - South Dakota
2464,Tripp,South Dakota,5441,Tripp - South Dakota
2465,Turner,South Dakota,8384,Turner - South Dakota
2466,Union,South Dakota,15932,Union - South Dakota
2467,Walworth,South Dakota,5435,Walworth - South Dakota
2468,Yankton,South Dakota,22814,Yankton - South Dakota
2469,Ziebach,South Dakota,2756,Ziebach - South Dakota
2470,Tennessee,Tennessee,6829174,Tennessee - Tennessee
2471,Anderson,Tennessee,76978,Anderson - Tennessee
2472,Bedford,Tennessee,49713,Bedford - Tennessee
2473,Benton,Tennessee,16160,Benton - Tennessee
2474,Bledsoe,Tennessee,15064,Bledsoe - Tennessee
2475,Blount,Tennessee,133088,Blount - Tennessee
2476,Bradley,Tennessee,108110,Bradley - Tennessee
2477,Campbell,Tennessee,39842,Campbell - Tennessee
2478,Cannon,Tennessee,14678,Cannon - Tennessee
2479,Carroll,Tennessee,27767,Carroll - Tennessee
2480,Carter,Tennessee,56391,Carter - Tennessee
2481,Cheatham,Tennessee,40667,Cheatham - Tennessee
2482,Chester,Tennessee,17297,Chester - Tennessee
2483,Claiborne,Tennessee,31959,Claiborne - Tennessee
2484,Clay,Tennessee,7615,Clay - Tennessee
2485,Cocke,Tennessee,36004,Cocke - Tennessee
2486,Coffee,Tennessee,56520,Coffee - Tennessee
2487,Crockett,Tennessee,14230,Crockett - Tennessee
2488,Cumberland,Tennessee,60520,Cumberland - Tennessee
2489,Davidson,Tennessee,694144,Davidson - Tennessee
2490,Decatur,Tennessee,11663,Decatur - Tennessee
2491,DeKalb,Tennessee,20490,DeKalb - Tennessee
2492,Dickson,Tennessee,53948,Dickson - Tennessee
2493,Dyer,Tennessee,37159,Dyer - Tennessee
2494,Fayette,Tennessee,41133,Fayette - Tennessee
2495,Fentress,Tennessee,18523,Fentress - Tennessee
2496,Franklin,Tennessee,42208,Franklin - Tennessee
2497,Gibson,Tennessee,49133,Gibson - Tennessee
2498,Giles,Tennessee,29464,Giles - Tennessee
2499,Grainger,Tennessee,23320,Grainger - Tennessee
2500,Greene,Tennessee,69069,Greene - Tennessee
2501,Grundy,Tennessee,13427,Grundy - Tennessee
2502,Hamblen,Tennessee,64934,Hamblen - Tennessee
2503,Hamilton,Tennessee,367804,Hamilton - Tennessee
2504,Hancock,Tennessee,6620,Hancock - Tennessee
2505,Hardeman,Tennessee,25050,Hardeman - Tennessee
2506,Hardin,Tennessee,25652,Hardin - Tennessee
2507,Hawkins,Tennessee,56786,Hawkins - Tennessee
2508,Haywood,Tennessee,17304,Haywood - Tennessee
2509,Henderson,Tennessee,28117,Henderson - Tennessee
2510,Henry,Tennessee,32345,Henry - Tennessee
2511,Hickman,Tennessee,25178,Hickman - Tennessee
2512,Houston,Tennessee,8201,Houston - Tennessee
2513,Humphreys,Tennessee,18582,Humphreys - Tennessee
2514,Jackson,Tennessee,11786,Jackson - Tennessee
2515,Jefferson,Tennessee,54495,Jefferson - Tennessee
2516,Johnson,Tennessee,17788,Johnson - Tennessee
2517,Knox,Tennessee,470313,Knox - Tennessee
2518,Lake,Tennessee,7016,Lake - Tennessee
2519,Lauderdale,Tennessee,25633,Lauderdale - Tennessee
2520,Lawrence,Tennessee,44142,Lawrence - Tennessee
2521,Lewis,Tennessee,12268,Lewis - Tennessee
2522,Lincoln,Tennessee,34366,Lincoln - Tennessee
2523,Loudon,Tennessee,54068,Loudon - Tennessee
2524,McMinn,Tennessee,53794,McMinn - Tennessee
2525,McNairy,Tennessee,25694,McNairy - Tennessee
2526,Macon,Tennessee,24602,Macon - Tennessee
2527,Madison,Tennessee,97984,Madison - Tennessee
2528,Marion,Tennessee,28907,Marion - Tennessee
2529,Marshall,Tennessee,34375,Marshall - Tennessee
2530,Maury,Tennessee,96387,Maury - Tennessee
2531,Meigs,Tennessee,12422,Meigs - Tennessee
2532,Monroe,Tennessee,46545,Monroe - Tennessee
2533,Montgomery,Tennessee,208993,Montgomery - Tennessee
2534,Moore,Tennessee,6488,Moore - Tennessee
2535,Morgan,Tennessee,21403,Morgan - Tennessee
2536,Obion,Tennessee,30069,Obion - Tennessee
2537,Overton,Tennessee,22241,Overton - Tennessee
2538,Perry,Tennessee,8076,Perry - Tennessee
2539,Pickett,Tennessee,5048,Pickett - Tennessee
2540,Polk,Tennessee,16832,Polk - Tennessee
2541,Putnam,Tennessee,80245,Putnam - Tennessee
2542,Rhea,Tennessee,33167,Rhea - Tennessee
2543,Roane,Tennessee,53382,Roane - Tennessee
2544,Robertson,Tennessee,71813,Robertson - Tennessee
2545,Rutherford,Tennessee,332285,Rutherford - Tennessee
2546,Scott,Tennessee,22068,Scott - Tennessee
2547,Sequatchie,Tennessee,15026,Sequatchie - Tennessee
2548,Sevier,Tennessee,98250,Sevier - Tennessee
2549,Shelby,Tennessee,937166,Shelby - Tennessee
2550,Smith,Tennessee,20157,Smith - Tennessee
2551,Stewart,Tennessee,13715,Stewart - Tennessee
2552,Sullivan,Tennessee,158348,Sullivan - Tennessee
2553,Sumner,Tennessee,191283,Sumner - Tennessee
2554,Tipton,Tennessee,61599,Tipton - Tennessee
2555,Trousdale,Tennessee,11284,Trousdale - Tennessee
2556,Unicoi,Tennessee,17883,Unicoi - Tennessee
2557,Union,Tennessee,19972,Union - Tennessee
2558,Van Buren,Tennessee,5872,Van Buren - Tennessee
2559,Warren,Tennessee,41277,Warren - Tennessee
2560,Washington,Tennessee,129375,Washington - Tennessee
2561,Wayne,Tennessee,16673,Wayne - Tennessee
2562,Weakley,Tennessee,33328,Weakley - Tennessee
2563,White,Tennessee,27345,White - Tennessee
2564,Williamson,Tennessee,238412,Williamson - Tennessee
2565,Wilson,Tennessee,144657,Wilson - Tennessee
2566,Texas,Texas,28995881,Texas - Texas
2567,Anderson,Texas,57735,Anderson - Texas
2568,Andrews,Texas,18705,Andrews - Texas
2569,Angelina,Texas,86715,Angelina - Texas
2570,Aransas,Texas,23510,Aransas - Texas
2571,Archer,Texas,8553,Archer - Texas
2572,Armstrong,Texas,1887,Armstrong - Texas
2573,Atascosa,Texas,51153,Atascosa - Texas
2574,Austin,Texas,30032,Austin - Texas
2575,Bailey,Texas,7000,Bailey - Texas
2576,Bandera,Texas,23112,Bandera - Texas
2577,Bastrop,Texas,88723,Bastrop - Texas
2578,Baylor,Texas,3509,Baylor - Texas
2579,Bee,Texas,32565,Bee - Texas
2580,Bell,Texas,362924,Bell - Texas
2581,Bexar,Texas,2003554,Bexar - Texas
2582,Blanco,Texas,11931,Blanco - Texas
2583,Borden,Texas,654,Borden - Texas
2584,Bosque,Texas,18685,Bosque - Texas
2585,Bowie,Texas,93245,Bowie - Texas
2586,Brazoria,Texas,374264,Brazoria - Texas
2587,Brazos,Texas,229211,Brazos - Texas
2588,Brewster,Texas,9203,Brewster - Texas
2589,Briscoe,Texas,1546,Briscoe - Texas
2590,Brooks,Texas,7093,Brooks - Texas
2591,Brown,Texas,37864,Brown - Texas
2592,Burleson,Texas,18443,Burleson - Texas
2593,Burnet,Texas,48155,Burnet - Texas
2594,Caldwell,Texas,43664,Caldwell - Texas
2595,Calhoun,Texas,21290,Calhoun - Texas
2596,Callahan,Texas,13943,Callahan - Texas
2597,Cameron,Texas,423163,Cameron - Texas
2598,Camp,Texas,13094,Camp - Texas
2599,Carson,Texas,5926,Carson - Texas
2600,Cass,Texas,30026,Cass - Texas
2601,Castro,Texas,7530,Castro - Texas
2602,Chambers,Texas,43837,Chambers - Texas
2603,Cherokee,Texas,52646,Cherokee - Texas
2604,Childress,Texas,7306,Childress - Texas
2605,Clay,Texas,10471,Clay - Texas
2606,Cochran,Texas,2853,Cochran - Texas
2607,Coke,Texas,3387,Coke - Texas
